2.94675,1.67119,3.15663,0.22800,4.91247,1.86479,3.96013,0.91906,0.47117,4.84233,1.82443,1.75329,3.11773,0.27189,4.74651,1.72738,3.86461,0.96950,0.39892,4.88036,1.85735,1.67972,3.10976,0.25705,4.73431,1.75412,3.41912,0.16879,4.62672,0.35825,3.75059,1.37832,3.07588,0.19911,4.37004,1.70250,3.38626,2.85568,0.60073,0.20851
2.88969,1.71976,3.23169,0.23026,5.00000,1.91060,4.00834,0.95757,0.48447,4.93708,1.86934,1.76479,3.16787,0.27834,4.83538,1.77078,3.91460,0.99063,0.40216,4.98106,1.91499,1.68343,3.15077,0.26102,4.80845,1.79256,3.46640,0.16956,4.69926,0.39062,3.78348,1.38417,3.08409,0.20031,4.39370,1.73557,3.44135,2.91577,0.60229,0.24098
2.44179,3.63335,1.77790,0.14984,4.95069,1.75603,3.80379,0.60663,0.14125,4.66168,1.47876,1.62753,2.76696,0.13198,4.39927,1.48309,3.60790,0.64117,0.15527,4.50570,1.48185,1.56995,2.73146,0.13252,4.34147,1.48340,3.03429,0.08725,4.24662,0.10722,3.23559,1.26857,2.69956,0.12025,3.97812,1.45328,2.96494,2.58446,0.23694,0.02213
2.73321,3.97947,2.16844,0.15235,5.00000,1.78899,3.84499,0.62462,0.14415,4.75180,1.51679,1.63721,2.81126,0.13429,4.48428,1.52358,3.66445,0.65261,0.16374,4.59540,1.53136,1.57602,2.76951,0.13464,4.41112,1.51826,3.07363,0.08854,4.28753,0.11582,3.26246,1.27096,2.70822,0.12105,4.00062,1.48368,3.00968,2.63807,0.24027,0.02390
0.79126,3.18042,1.67676,0.22184,0.12761,1.18516,2.24372,1.40327,0.17346,0.13163,1.07755,0.16057,1.23897,0.16444,0.11590,1.21975,2.07860,1.33430,0.18769,0.17600,1.24090,0.17411,1.28486,0.16493,0.11726,1.20044,2.17350,2.96139,4.97779,4.00857,2.84387,2.23726,0.63811,0.49332,0.09706,0.65862,0.52984,3.74071,1.85781,0.25609
1.06146,3.20151,1.71905,0.22520,0.12955,1.19969,2.27025,1.41996,0.17714,0.13513,1.09302,0.16336,1.25371,0.16739,0.11825,1.25752,2.11079,1.36017,0.20613,0.19452,1.25930,0.17605,1.29775,0.16757,0.11918,1.21473,2.19804,2.99193,5.00000,4.02700,2.90144,2.27885,0.64301,0.48781,2.77449,2.95462,2.05009,2.38866,0.05599,1.28853
4.67111,1.69824,3.53779,0.69651,2.14888,1.16028,2.35834,3.09802,0.73678,2.26484,0.99019,1.83156,3.46265,0.70476,2.28966,1.10352,3.26870,3.80623,0.89138,2.33107,1.02293,1.73007,3.41368,0.70218,2.23141,1.10175,3.44785,0.87377,4.44275,0.40640,4.07717,2.37259,4.47536,0.84661,1.85418,1.34734,2.19260,1.67810,0.86897,0.20502
5.00000,1.68105,3.57697,0.70151,2.14807,1.16779,2.35812,3.08429,0.74041,2.24940,1.01269,1.83822,3.51807,0.71190,2.28184,1.11242,3.27418,3.85691,0.90025,2.32520,1.02567,1.73645,3.44402,0.70794,2.23387,1.11184,3.46652,0.88380,4.52088,0.38472,4.11442,2.37793,4.41103,0.85380,1.86906,1.36136,2.20501,1.68154,0.86298,0.20501
2.78148,3.92866,3.46599,0.12547,0.01907,2.77796,3.90651,3.49220,2.21984,1.26037,3.79679,4.90702,3.19154,2.70214,2.49778,4.13807,4.79232,2.65129,1.95225,0.01979,3.29738,4.57996,3.82738,0.12622,0.01907,3.61855,3.78659,3.15019,2.28750,1.26013,3.75079,2.05026,2.58618,0.44171,1.66297,3.93591,2.08074,2.10563,0.31376,0.01977
2.92544,3.89343,3.75736,0.17621,0.02295,2.34781,3.77037,2.63475,2.20907,1.26053,3.33990,5.00000,2.67533,1.87241,2.99430,3.70105,4.89106,2.58860,1.37309,0.02543,4.38553,4.54557,4.05809,0.17704,0.02296,3.60101,4.30424,3.21876,2.35172,1.26016,3.29457,2.04932,2.15149,0.57418,2.61831,3.43032,2.03222,2.15708,0.44467,0.02548
