￿,18,7456
￿,17,8970
	,9,16337
	,9,16837
	,9,16923
	,9,17006
	,9,17090
	,9,17171
	,9,17255
	,9,17338
	,9,17422
	,9,17504
	,9,17588
	,9,17671
	,9,17755
	,9,17838
	,9,17923
	,9,18005
	,9,18089
	,9,18171
j,74,18222
k,75,18456
k,75,18657

,10,19123
j,74,19490
j,74,19874
	,9,20686
	,9,21189
	,9,21273
	,9,21355
	,9,21439
	,9,21521
	,9,21606
	,9,21688
	,9,21773
	,9,21854
	,9,21940
	,9,22022
	,9,22106
	,9,22189
	,9,22270
	,9,22356
	,9,22439
	,9,22524
	,9,22606
	,9,22688
	,9,22774
	,9,22856
	,9,22938
	,9,23023
	,9,23104
	,9,23188
	,9,23271
	,9,23355
	,9,23439
	,9,23523
	,9,23621
	,9,23707
	,9,23774
	,9,23857
	,9,23940
	,9,24041
	,9,24124
	,9,24238
	,9,24304
	,9,24370
	,9,24453
	,9,24536
	,9,24619
	,9,24705
	,9,24788
	,9,24870
	,9,24971
	,9,25023
	,9,25107
	,9,25189
	,9,25274
	,9,25359
	,9,25441
	,9,25525
	,9,25608
	,9,25692
	,9,25775
	,9,25886
	,9,25953
	,9,26026
	,9,26107
	,9,26193
	,9,26275
	,9,26357
	,9,26441
	,9,26526
	,9,26609
	,9,26692
	,9,26775
	,9,26861
	,9,26940
	,9,27025
	,9,27108
	,9,27191
	,9,27276
	,9,27357
	,9,27442
	,9,27526
	,9,27609
	,9,27692
	,9,27775
	,9,27859
	,9,27941
	,9,28024
	,9,28109
	,9,28192
	,9,28275
	,9,28360
	,9,28441
	,9,28526
	,9,28609
	,9,28691
	,9,28776
	,9,28859
	,9,28942
	,9,59176
	,9,59677
	,9,59761
	,9,59845
	,9,59929
	,9,60011
	,9,60094
	,9,60177
	,9,60261
	,9,60344
	,9,60429
	,9,60811
	,9,61044
	,9,61194
	,9,61328
	,9,61476
