￿,16,5103
	,9,5621
	,9,6122
	,9,6889
	,9,7337
￿,16,7622
,8,7954
,8,8470
,8,8887

,10,9070

,10,9621

,10,9788

,10,9937
￿,16,10153
	,9,10355

,10,10753
	,9,10954

,10,11106
	,9,11221
x,88,14021
x,88,15090
s,83,15456
a,65,15823
w,87,16222
s,83,16772
w,87,16969
e,69,17155
r,82,17304
t,84,17389
y,89,17456
u,85,17538
i,73,17687
t,84,18089
r,82,18154
e,69,18273
w,87,18372
w,87,19055
w,87,19588
h,72,20072
h,72,20621
h,72,21239
h,72,21856
w,87,22088
w,87,22405
w,87,23023
g,71,23589
s,83,23854
a,65,24239
s,83,24539
w,87,24840
q,81,25072
q,81,25589
q,81,25656
q,81,25755
1,49,26022
2,50,26455
3,51,26771
3,51,27272
3,51,27354
4,52,27354
4,52,27857
4,52,27941
4,52,28022
4,52,28107
4,52,28189
4,52,28272
4,52,28355
4,52,28440
4,52,28523
4,52,28606
4,52,28689
4,52,28772
3,51,28823
3,51,29323
3,51,29623
3,51,30123
3,51,30207
3,51,30290
3,51,30373
3,51,30455
3,51,30540
3,51,30623
3,51,30707
3,51,30790
3,51,30873
3,51,31021
3,51,31521
3,51,31605
3,51,32020
3,51,32524
3,51,32604
3,51,32690
3,51,33205
3,51,33706
3,51,33790
3,51,33873
1,49,34456
1,49,34957
1,49,35040
1,49,35124
1,49,35205
1,49,35290
1,49,35372
1,49,35456
1,49,35539
1,49,35622
1,49,36024
1,49,36872
w,87,37040
w,87,37558
w,87,37640
w,87,37725
w,87,37807
w,87,37889
w,87,37972
w,87,38058
w,87,38140
w,87,38225
w,87,38308
w,87,38390
w,87,38474
w,87,38558
d,68,38622
f,70,39221
f,70,39723
f,70,39807
f,70,39891
1,49,40724
￿,16,42307
!,49,42739
!,49,43239
!,49,43324
!,49,43405
!,49,43490
!,49,43574
!,49,43655
!,49,43739
!,49,43824
W,87,43873
@,50,44273
@,50,44774
2,50,44855
2,50,44941
w,87,45189
q,81,45392
q,81,45891
q,81,45974
q,81,46058
q,81,46140
q,81,46224
q,81,46308
q,81,46391
q,81,46475
q,81,46558
q,81,46641
q,81,46724
q,81,46807
e,69,46874
e,69,47374
r,82,47474
w,87,47707
w,87,48207
w,87,48940
w,87,49439
w,87,49524
w,87,49608
w,87,49691
w,87,49775
q,81,49823
q,81,51256
w,87,51607
r,82,51974
r,82,52475
r,82,52558
r,82,52641
r,82,52725
r,82,52807
r,82,52891
r,82,52972
r,82,53057
r,82,53142
r,82,53225
r,82,53306
r,82,53390
r,82,53475
r,82,53556
q,81,53606
q,81,54106
q,81,54192
q,81,54275
q,81,54357
q,81,54440
q,81,54525
q,81,54607
q,81,54691
q,81,54772
q,81,54859
q,81,54939
q,81,55025
q,81,55106
q,81,55189
q,81,55274
q,81,55358
q,81,55439
q,81,55525
q,81,55605
q,81,55689
q,81,55774
q,81,55856
q,81,55941
q,81,56023
q,81,56106
q,81,56190
q,81,56274
q,81,56375
q,81,56440
q,81,56523
q,81,56626
q,81,56708
q,81,56793
q,81,56875
q,81,56942
q,81,57039
q,81,57124
q,81,57206
2,50,57225
2,50,57740
3,51,57759
4,52,57858
4,52,58359
r,82,58441
r,82,58941
r,82,59025
r,82,59107
r,82,59191
r,82,59274
r,82,59359
r,82,59440
r,82,59527
r,82,59607
q,81,60569
q,81,60833
q,81,61435
q,81,61934
q,81,62019
q,81,62101
q,81,62186
q,81,62269
q,81,62361
q,81,62445
q,81,62530
q,81,62612
q,81,62695
q,81,62778
q,81,62862
q,81,62944
q,81,63029
q,81,63113
q,81,63196
q,81,63279
q,81,63359
q,81,63444
q,81,63529
q,81,63610
q,81,63695
q,81,63778
q,81,63863
q,81,63944
q,81,64029
q,81,64112
q,81,64196
q,81,64277
q,81,64362
q,81,64445
q,81,64528
q,81,64610
q,81,64694
q,81,64778
q,81,64860
q,81,64942
q,81,65027
q,81,65110
e,69,65160
w,87,65429
w,87,65929
w,87,66009
w,87,66113
e,69,66161
e,69,66844
d,68,67444
a,65,67777
a,65,68278
s,83,68311
f,70,68595
g,71,68595
d,68,69462
d,68,69777
d,68,70009
x,88,70296
x,88,70526
x,88,70578
x,88,71044
x,88,71627
d,68,71911
a,65,72244
d,68,72528
a,65,72828
a,65,73478
d,68,73760
s,83,75012
f,70,75611
4,52,76595
r,82,77411
f,70,78577
a,65,78862
q,81,79930
q,81,80862
q,81,81328
q,81,81646
1,49,82096
1,49,83029
1,49,83530
1,49,83611
w,87,83827
d,68,85445
v,86,89246
b,66,92198
v,86,92480
v,86,92863
v,86,93012
1,49,93230
f,70,93847
1,49,94597
1,49,95080
1,49,95928
2,50,96562
1,49,96813
q,81,97565
a,65,99481
z,90,100528
q,81,101014
1,49,101214
,8,101997
,8,102498
,8,102581

,10,102828

,10,103331
1,49,103365
1,49,103765
q,81,104033
q,81,104532
q,81,104615
q,81,104698
q,81,104782
q,81,104863
q,81,104946
q,81,105029
1,49,105247
w,87,105531
q,81,106099
q,81,106714
,8,106782
s,83,109781
h,72,109899
j,74,110232
	,9,111332
h,72,111713
j,74,111899
h,72,112149
y,89,112548
u,85,112850
w,87,113133
u,85,113700
